"Subject","Start Date","All day event","Description","Show time as"
"CW Amy Carmichael, 1951; First Day of the Week of Prayer for Christian Unity","18/01/2024",TRUE,"Amy Carmichael, Founder of the Dohnavur Fellowship, spiritual writer, 1951
First Day of the Week of Prayer for Christian Unity

https://almanac.oremus.org/2024-01-18

Holy Communion
1 Samuel 18.6-9, 19.1-7
Psalm 56.1-2, 8-end
Mark 3.7-12

Morning Prayer
Psalms 76, 148 (or) 90, 92
Genesis 8.15 - 9.7
Matthew 25.1-13

Evening Prayer
Psalms 99, 100, 111 (or) 94
Amos 9
1 Corinthians 7.25-end

Additional Weekday Lectionary
Leviticus 11.1-8, 13-19, 41-45
Acts 10.9-16

",3
"CW Wulfstan, 1095; Second Day of the Week of Prayer for Christian Unity","19/01/2024",TRUE,"Wulfstan, Bishop of Worcester, 1095
Second Day of the Week of Prayer for Christian Unity

https://almanac.oremus.org/2024-01-19

Exciting Holiness
1 Samuel 16.1, 6-13
Psalm 110.1-6a
1 Corinthians 4.1-5
Matthew 24.42-46

Holy Communion
1 Samuel 24.3-22a
Psalm 57.1-2, 8-end
Mark 3.13-19

Morning Prayer
Psalms 27, 149 (or) 88, (95)
Genesis 9.8-19
Matthew 25.14-30

Evening Prayer
Psalm 73 (or) 102
Hosea 1.1 - 2.1
1 Corinthians 8

Additional Weekday Lectionary
Isaiah 49.8-13
Acts 10.34-43

",3
"CW Richard Rolle, 1349; Third Day of the Week of Prayer for Christian Unity","20/01/2024",TRUE,"Richard Rolle of Hampole, Spiritual Writer, 1349
Third Day of the Week of Prayer for Christian Unity

https://almanac.oremus.org/2024-01-20

Holy Communion
2 Samuel 1.1-4, 11-12, 17-19, 23-end
Psalm 80.1-6
Mark 3.20-21

Morning Prayer
Psalms 122, 128, 150 (or) 96, 97, 100
Genesis 11.1-9
Matthew 25.31-end

Evening Prayer
Psalms 61, 66 (or) 104
Hosea 2.2-17
1 Corinthians 9.1-14

Additional Weekday Lectionary
Genesis 35.1-15
Acts 10.44-end

",3
"CW* Epiphany 3; Fourth Day of the Week of Prayer for Christian Unity","21/01/2024",TRUE,"The Third Sunday of Epiphany
Fourth Day of the Week of Prayer for Christian Unity

https://almanac.oremus.org/2024-01-21

Principal Service
Genesis 14.17-20
Psalm 128
Revelation 19.6-10
John 2.1-11

Third Service
Psalm 113
Jonah 3.1-5, 10
John 3.16-21

Second Service
Psalm 33*
Jeremiah 3.21 - 4.2
Titus 2.1-8, 11-14
Gospel at Holy Communion:
Matthew 4.12-23

",3
"CW Vincent of Saragossa, 304; Fifth Day of the Week of Prayer for Christian Unity","22/01/2024",TRUE,"Vincent of Saragossa, Deacon, first Martyr of Spain, 304
Fifth Day of the Week of Prayer for Christian Unity

https://almanac.oremus.org/2024-01-22

Holy Communion
DEL week 3
2 Samuel 5.1-7, 10
Psalm 89.19-27
Mark 3.22-30

Morning Prayer
Psalms 40, 108 (or) 98, 99, 101
Genesis 11.27 - 12.9
Matthew 26.1-16

Evening Prayer
Psalms 138, 144 (or) 105* (or 103)
Hosea 2.18 - end of 3
1 Corinthians 9.15-end

Additional Weekday Lectionary
Ezekiel 37.15-end
John 17.1-19

",3
"CW Sixth Day of the Week of Prayer for Christian Unity","23/01/2024",TRUE,"Sixth Day of the Week of Prayer for Christian Unity

https://almanac.oremus.org/2024-01-23

Holy Communion
2 Samuel 6.12-15, 17-19
Psalm 24.7-end
Mark 3.31-end

Morning Prayer
Psalms 34, 36 (or) 106* (or 103)
Genesis 13.2-end
Matthew 26.17-35

Evening Prayer
Psalm 145 (or) 107*
Hosea 4.1-16
1 Corinthians 10.1-13

Additional Weekday Lectionary
Ezekiel 20.39-44
John 17.20-end

",3
"CW Francis de Sales, 1622; Seventh Day of the Week of Prayer for Christian Unity","24/01/2024",TRUE,"Francis de Sales, Bishop of Geneva, Teacher of the Faith, 1622
Seventh Day of the Week of Prayer for Christian Unity

https://almanac.oremus.org/2024-01-24

Exciting Holiness
Proverbs 3.13-18
Psalm 19.1, 7-10
1 Corinthians 2.1-10
John 3.17-21

Holy Communion
2 Samuel 7.4-17
Psalm 89.19-27
Mark 4.1-20

Morning Prayer
Psalms 45, 46 (or) 110, 111, 112
Genesis 14
Matthew 26.36-46

Evening Prayer
Psalms 21, 29 (or) 119.129-152
Hosea 5.1-7
1 Corinthians 10.14 - 11.1

(or) Evening Prayer on the Eve of the Conversion of Paul
Psalm 149
Isaiah 49.1-13
Acts 22.3-16

Additional Weekday Lectionary
Nehemiah 2.1-10
Romans 12.1-8

",3
"CW* Conversion of Paul; Last Day of the Week of Prayer for Christian Unity","25/01/2024",TRUE,"The Conversion of Paul
Last Day of the Week of Prayer for Christian Unity

https://almanac.oremus.org/2024-01-25

Principal Service
Jeremiah 1.4-10
Psalm 67
Acts 9.1-22
Matthew 19.27-30

(or)
Acts 9.1-22
Psalm 67
Galatians 1.11-16a
Matthew 19.27-30

Third Service
Ezekiel 3.22-27
Philippians 3.1-14
Morning Psalms
Psalms 66, 147.13-21

Second Service
Ecclesiasticus 39.1-10 or 
Isaiah 56.1-8
Colossians 1.24 - 2.7
Evening Psalm
Psalm 119.41-56

",3
"CW Timothy and Titus","26/01/2024",TRUE,"Timothy and Titus, Companions of Paul

https://almanac.oremus.org/2024-01-26

Lesser Festival Eucharistic Lectionary
Isaiah 61.1-3a
Psalm 100
2 Timothy 2.1-8 or 
Titus 1.1-5
Luke 10.1-9

Holy Communion
2 Samuel 11.1-10, 13-17
Psalm 51.1-6, 9
Mark 4.26-34

Morning Prayer
Psalms 61, 65 (or) 139
Genesis 16
Matthew 26.57-end

Evening Prayer
Psalms 67, 77 (or) 130, 131, 137
Hosea 6.7 - 7.2
1 Corinthians 11.17-end

Additional Weekday Lectionary
Leviticus 19.9-28
Romans 15.1-7

",3
"CW ","27/01/2024",TRUE,"https://almanac.oremus.org/2024-01-27

Holy Communion
2 Samuel 12.1-7, 10-17
Psalm 51.11-16
Mark 4.35-end

Morning Prayer
Psalm 68 (or) 120, 121, 122
Genesis 17.1-22
Matthew 27.1-10

Evening Prayer
Psalms 72, 76 (or) 118
Hosea 8
1 Corinthians 12.1-11

Or, if the Presentation is celebrated on Sunday 28 January:
Evening Prayer on the Eve of the Presentation
Psalm 118
1 Samuel 1.19b-end
Hebrews 4.11-end

Additional Weekday Lectionary
Jeremiah 33.1-11
1 Peter 5.5b-end

",3
"CW* Epiphany 4","28/01/2024",TRUE,"If the Presentation is celebrated on Friday 2 February:

The Fourth Sunday of Epiphany

https://almanac.oremus.org/2024-01-28

Principal Service
Deuteronomy 18.15-20
Psalm 111
Revelation 12.1-5a
Mark 1.21-28

Third Service
Psalm 71.1-6, 15-17
Jeremiah 1.4-10
Mark 1.40-end

Second Service
Psalm 34*
1 Samuel 3.1-20
1 Corinthians 14.12-20
Gospel at Holy Communion:
Matthew 13.10-17

",3
"CW* (or) The Presentation","28/01/2024",TRUE,"If the Presentation is celebrated on Sunday 28 January:

Principal Feast

The Presentation of Christ in the Temple (Candlemas)

https://almanac.oremus.org/2024-01-28

Principal Service
Malachi 3.1-5
Psalm 24.[1-6] 7-10
Hebrews 2.14-18
Luke 2.22-40

Third Service
Exodus 13.1-16
Romans 12.1-5
Morning Psalms
Psalms 48, 146

Second Service
Haggai 2.1-9
John 2.18-22
Evening Psalms
Psalms 122, 132

",3
"CW ","29/01/2024",TRUE,"https://almanac.oremus.org/2024-01-29

Holy Communion
DEL week 4
2 Samuel 15.13-14, 30, 16.5-13
Psalm 3
Mark 5.1-20

If the Presentation is celebrated on Friday 2 February:

Morning Prayer
Psalms 57, 96 (or) 123, 124, 125, 126
Genesis 18.1-15
Matthew 27.11-26

Evening Prayer
Psalms 2, 20 (or) 127, 128, 129
Hosea 9
1 Corinthians 12.12-end

Additional Weekday Lectionary
Jonah 3
2 Corinthians 5.11-21

Or, if the Presentation is celebrated on Sunday 28 January:

Morning Prayer
Psalms 123, 124, 125, 126
Genesis 24.1-28
1 Timothy 6.1-10

Evening Prayer
Psalms 127, 128, 129
Ecclesiastes 1
John 17.1-5

Additional Weekday Lectionary
Jonah 3
2 Corinthians 5.11-21

",3
"CW Charles I, 1649","30/01/2024",TRUE,"Charles, King and Martyr, 1649

https://almanac.oremus.org/2024-01-30

Exciting Holiness
Ecclesiasticus 2.12-end
Psalm 20.1-4, 6-9
1 Timothy 6.12-16
Matthew 20.25-28

Holy Communion
2 Samuel 18.9-10, 14, 24-25, 30 - 19.3
Psalm 86.1-6
Mark 5.21-43

If the Presentation is celebrated on Friday 2 February:

Morning Prayer
Psalms 93, 97 (or) 132, 133
Genesis 18.16-end
Matthew 27.27-44

Evening Prayer
Psalms 19, 21 (or) (134), 135
Hosea 10
1 Corinthians 13

Additional Weekday Lectionary
Proverbs 4.10-end
Matthew 5.13-20

Or, if the Presentation is celebrated on Sunday 28 January:

Morning Prayer
Psalms 132, 133
Genesis 24.29-end
1 Timothy 6.11-end

Evening Prayer
Psalms (134), 135
Ecclesiastes 2
John 17.6-19

Additional Weekday Lectionary
Proverbs 4.10-end
Matthew 5.13-20

",3
"CW John Bosco, 1888","31/01/2024",TRUE,"John Bosco, Priest, Founder of the Salesian Teaching Order, 1888

https://almanac.oremus.org/2024-01-31

Holy Communion
2 Samuel 24.2, 9-17
Psalm 32.1-8
Mark 6.1-6

If the Presentation is celebrated on Friday 2 February:

Morning Prayer
Psalms 95, 98 (or) 119.153-end
Genesis 19.1-3, 12-29
Matthew 27.45-56

Evening Prayer
Psalms 81, 111 (or) 136
Hosea 11.1-11
1 Corinthians 14.1-19

Additional Weekday Lectionary
Isaiah 61.1-9
Luke 7.18-30

Or, if the Presentation is celebrated on Sunday 28 January:

Morning Prayer
Psalm 119.153-end
Genesis 25.7-11, 19-end
2 Timothy 1.1-14

Evening Prayer
Psalm 136
Ecclesiastes 3.1-15
John 17.20-end

Additional Weekday Lectionary
Isaiah 61.1-9
Luke 7.18-30

",3
"CW Brigid of Kildare, c.525","01/02/2024",TRUE,"Brigid, Abbess of Kildare, c.525

https://almanac.oremus.org/2024-02-01

Holy Communion
1 Kings 2.1-4, 10-12
Canticle: 1 Chronicles 29.10-12 or 
Psalm 145.1-5
Mark 6.7-13

If the Presentation is celebrated on Friday 2 February:

Morning Prayer
Psalms 99, 110 (or) 143, 146
Genesis 21.1-21
Matthew 27.57-end

Evening Prayer on the Eve of the Presentation
Psalm 118
1 Samuel 1.19b-end
Hebrews 4.11-end

Additional Weekday Lectionary
Isaiah 52.1-12
Matthew 10.1-15

Or, if the Presentation is celebrated on Sunday 28 January:

Morning Prayer
Psalms 143, 146
Genesis 26.34 - 27.40
2 Timothy 1.15 - 2.13

Evening Prayer
Psalms 138, 140, 141
Ecclesiastes 3.16 - end of 4
John 18.1-11

Additional Weekday Lectionary
Isaiah 52.1-12
Matthew 10.1-15

",3
"CW* The Presentation","02/02/2024",TRUE,"The Presentation of Christ in the Temple (Candlemas)

https://almanac.oremus.org/2024-02-02

Principal Feast

Principal Service
Malachi 3.1-5
Psalm 24.[1-6] 7-10
Hebrews 2.14-18
Luke 2.22-40

Third Service
Exodus 13.1-16
Romans 12.1-5
Morning Psalms
Psalms 48, 146

Second Service
Haggai 2.1-9
John 2.18-22
Evening Psalms
Psalms 122, 132

",3
"CW ","02/02/2024",TRUE,"Or, if the Presentation is celebrated on Sunday 28 January:

Holy Communion
Ecclesiasticus 47.2-11
Psalm 18.31-36, 50-end
Mark 6.14-29

Morning Prayer
Psalms 142, 144
Genesis 27.41 - end of 28
2 Timothy 2.14-end

Evening Prayer
Psalm 145
Ecclesiastes 5
John 18.12-27

Additional Weekday Lectionary
Isaiah 56.1-8
Matthew 28.16-end

",3
"CW Anskar, 865","03/02/2024",TRUE,"Anskar, Archbishop of Hamburg, Missionary in Denmark and Sweden, 865

https://almanac.oremus.org/2024-02-03

Exciting Holiness
Isaiah 52.7-10
Psalm 65.1-4
Romans 10.11-15
Mark 6.7-13

Holy Communion
1 Kings 3.4-13
Psalm 119.9-16
Mark 6.30-34

Morning Prayer
Psalm 147
Genesis 29.1-30
2 Timothy 3

Evening Prayer
Psalms 148, 149, 150
Ecclesiastes 6
John 18.28-end

Additional Weekday Lectionary
Amos 5.18-24
John 2.13-22

",3
"CW* 2 before Lent","04/02/2024",TRUE,"The Second Sunday before Lent

https://almanac.oremus.org/2024-02-04

Principal Service
Proverbs 8.1, 22-31
Psalm 104.26-37
Colossians 1.15-20
John 1.1-14

Third Service
Psalms 29, 67
Deuteronomy 8.1-10
Matthew 6.25-end

Second Service
Psalm 65
Genesis 2.4b-end
Luke 8.22-35

",3
"CW ","05/02/2024",TRUE,"https://almanac.oremus.org/2024-02-05

Holy Communion
DEL week 5
1 Kings 8.1-7, 9-13
Psalm 132.1-9
Mark 6.53-end

Morning Prayer
Psalms 1, 2, 3
Genesis 29.31 - 30.24
2 Timothy 4.1-8

Evening Prayer
Psalms 4, 7
Ecclesiastes 7.1-14
John 19.1-16

Additional Weekday Lectionary
Isaiah 61.1-9
Mark 6.1-13

",3
"CW The Martyrs of Japan, 1597","06/02/2024",TRUE,"The Martyrs of Japan, 1597

https://almanac.oremus.org/2024-02-06

Holy Communion
1 Kings 8.22-23, 27-30
Psalm 84.1-10
Mark 7.1-13

Morning Prayer
Psalms 5, 6, (8)
Genesis 31.1-24
2 Timothy 4.9-end

Evening Prayer
Psalms 9, 10*
Ecclesiastes 7.15-end
John 19.17-30

Additional Weekday Lectionary
Isaiah 52.1-10
Romans 10.5-21

",3
"CW ","07/02/2024",TRUE,"https://almanac.oremus.org/2024-02-07

Holy Communion
1 Kings 10.1-10
Psalm 37.3-6, 30-32
Mark 7.14-23

Morning Prayer
Psalm 119.1-32
Genesis 31.25 - 32.2
Titus 1

Evening Prayer
Psalms 11, 12, 13
Ecclesiastes 8
John 19.31-end

Additional Weekday Lectionary
Isaiah 52.13 - 53.6
Romans 15.14-21

",3
"CW ","08/02/2024",TRUE,"https://almanac.oremus.org/2024-02-08

Holy Communion
1 Kings 11.4-13
Psalm 106.3, 35-41
Mark 7.24-30

Morning Prayer
Psalms 14, 15, 16
Genesis 32.3-30
Titus 2

Evening Prayer
Psalm 18*
Ecclesiastes 9
John 20.1-10

Additional Weekday Lectionary
Isaiah 53.4-12
2 Corinthians 4.1-10

",3
"CW ","09/02/2024",TRUE,"https://almanac.oremus.org/2024-02-09

Holy Communion
1 Kings 11.29-32, 12.19
Psalm 81.8-14
Mark 7.31-end

Morning Prayer
Psalms 17, 19
Genesis 33.1-17
Titus 3

Evening Prayer
Psalm 22
Ecclesiastes 11.1-8
John 20.11-18

Additional Weekday Lectionary
Zechariah 8.16-end
Matthew 10.1-15

",3
"CW Scholastica, c.543","10/02/2024",TRUE,"Scholastica, sister of Benedict, Abbess of Plombariola, c.543

https://almanac.oremus.org/2024-02-10

Holy Communion
1 Kings 12.26-32, 13.33-end
Psalm 106.6-7, 20-23
Mark 8.1-10

Morning Prayer
Psalms 20, 21, 23
Genesis 35
Philemon

Evening Prayer
Psalms 24, 25
Ecclesiastes 11.9 - end of 12
John 20.19-end

Additional Weekday Lectionary
Jeremiah 1.4-10
Matthew 10.16-22

",3
"CW* Sunday before Lent","11/02/2024",TRUE,"The Sunday next before Lent

https://almanac.oremus.org/2024-02-11

Principal Service
2 Kings 2.1-12
Psalm 50.1-6
2 Corinthians 4.3-6
Mark 9.2-9

Third Service
Psalms 27, 150
Exodus 24.12-18
2 Corinthians 3.12-end

Second Service
Psalms 2 [99]
1 Kings 19.1-16
2 Peter 1.16-end
Gospel at Holy Communion: 
Mark 9.[2-8] 9-13

",3
"CW ","12/02/2024",TRUE,"https://almanac.oremus.org/2024-02-12

Holy Communion
DEL week 6
James 1.1-11
Psalm 119.65-72
Mark 8.11-13

Morning Prayer
Psalms 27, 30
Genesis 37.1-11
Galatians 1

Evening Prayer
Psalms 26, 28, 29
Jeremiah 1
John 3.1-21

Additional Weekday Lectionary
2 Kings 2.13-22
3 John

",3
"CW ","13/02/2024",TRUE,"https://almanac.oremus.org/2024-02-13

Holy Communion
James 1.12-18
Psalm 94.12-18
Mark 8.14-21

Morning Prayer
Psalms 32, 36
Genesis 37.12-end
Galatians 2.1-10

Evening Prayer
Psalm 33
Jeremiah 2.1-13
John 3.22-end

Additional Weekday Lectionary
Judges 14.5-17
Revelation 10.4-11

",3
"CW* Ash Wednesday","14/02/2024",TRUE,"Ash Wednesday

Principal Holy Day

Principal Service
Joel 2.1-2, 12-17 or 
Isaiah 58.1-12
Psalm 51.1-18
2 Corinthians 5.20b - 6.10
Matthew 6.1-6, 16-21 or 
John 8.1-11

Third Service
Daniel 9.3-6, 17-19
1 Timothy 6.6-19
Morning Psalm
Psalm 38

Second Service
Isaiah 1.10-18
Luke 15.11-end
Evening Psalm
Psalm 51 or 102*

",3
"CW Sigfrid, 1045; Thomas Bray, 1730","15/02/2024",TRUE,"Sigfrid, Bishop, Apostle of Sweden, 1045
Thomas Bray, Priest, Founder of the SPCK and the SPG, 1730

https://almanac.oremus.org/2024-02-15

Holy Communion
Deuteronomy 30.15-end
Psalm 1
Luke 9.22-25

Morning Prayer
Psalm 77 (or) 37*
Genesis 39
Galatians 2.11-end

Evening Prayer
Psalm 74 (or) 39, 40
Jeremiah 2.14-32
John 4.1-26

Additional Weekday Lectionary
Genesis 2.7-end
Hebrews 2.5-end

",3
"CW ","16/02/2024",TRUE,"https://almanac.oremus.org/2024-02-16

Holy Communion
Isaiah 58.1-9a
Psalm 51.1-5, 17-18
Matthew 9.14-15

Morning Prayer
Psalms 3, 7 (or) 31
Genesis 40
Galatians 3.1-14

Evening Prayer
Psalm 31 (or) 35
Jeremiah 3.6-22
John 4.27-42

Additional Weekday Lectionary
Genesis 4.1-12
Hebrews 4.12-end

",3
"CW Janani Luwum, 1977","17/02/2024",TRUE,"Janani Luwum, Archbishop of Uganda, Martyr, 1977

https://almanac.oremus.org/2024-02-17

Exciting Holiness
Ecclesiasticus 4.20-28
Psalm 119.41, 43-48
2 Timothy 4.1-8
John 12.24-32

Holy Communion
Isaiah 58.9b-end
Psalm 86.1-7
Luke 5.27-32

Morning Prayer
Psalm 71 (or) 41, 42, 43
Genesis 41.1-24
Galatians 3.15-22

Evening Prayer
Psalm 73 (or) 45, 46
Jeremiah 4.1-18
John 4.43-end

Additional Weekday Lectionary
2 Kings 22.11-end
Hebrews 5.1-10

",3
"CW* Lent 1","18/02/2024",TRUE,"The First Sunday of Lent

https://almanac.oremus.org/2024-02-18

Principal Service
Genesis 9.8-17
Psalm 25.1-9
1 Peter 3.18-22
Mark 1.9-15

Third Service
Psalm 77
Exodus 34.1-10
Romans 10.8b-13

Second Service
Psalm 119.17-32
Genesis 2.15-17; 3.1-7
Romans 5.12-19 or 
Luke 13.31-end

",3
"CW ","19/02/2024",TRUE,"https://almanac.oremus.org/2024-02-19

Holy Communion
Leviticus 19.1-2, 11-18
Psalm 19.7-end
Matthew 25.31-end

Morning Prayer
Psalms 10, 11 (or) 44
Genesis 41.25-45
Galatians 3.23 - 4.7

Evening Prayer
Psalms 12, 13, 14 (or) 47, 49
Jeremiah 4.19-end
John 5.1-18

Additional Weekday Lectionary
Genesis 6.11-end, 7.11-16
Luke 4.14-21

",3
"CW ","20/02/2024",TRUE,"https://almanac.oremus.org/2024-02-20

Holy Communion
Isaiah 55.10-11
Psalm 34.4-6, 21-22
Matthew 6.7-15

Morning Prayer
Psalm 44 (or) 48, 52
Genesis 41.46 - 42.5
Galatians 4.8-20

Evening Prayer
Psalms 46, 49 (or) 50
Jeremiah 5.1-19
John 5.19-29

Additional Weekday Lectionary
Deuteronomy 31.7-13
1 John 3.1-10

",3
"CW ","21/02/2024",TRUE,"https://almanac.oremus.org/2024-02-21

Holy Communion
Jonah 3
Psalm 51.1-5, 17-18
Luke 11.29-32

Morning Prayer
Psalms 6, 17 (or) 119.57-80
Genesis 42.6-17
Galatians 4.21 - 5.1

Evening Prayer
Psalms 9, 28 (or) 59, 60, (67)
Jeremiah 5.20-end
John 5.30-end

Additional Weekday Lectionary
Genesis 11.1-9
Matthew 24.15-28

",3
"CW Ember Day","21/02/2024",TRUE,"Ember Day

The following readings are suitable for use on Ember Days:
Numbers 11.16, 17, 24-29 or 
Numbers 27.15-end or 
1 Samuel 16.1-13a or 
Isaiah 6.1-8 or 
Isaiah 61.1-3 or 
Jeremiah 1.4-10

Psalm 40.8-13 or 
Psalm 84.8-12 or 
Psalm 89.19-25 or 
Psalm 101.1-5, 7 or 
Psalm 122

Acts 20.28-35 or 
1 Corinthians 3.3-11 or 
Ephesians 4.4-16 or 
Philippians 3.7-14

Luke 4.16-21 or 
Luke 12.35-43 or 
Luke 22.24-27 or 
John 4.31-38 or 
John 15.5-17

",3
"CW ","22/02/2024",TRUE,"https://almanac.oremus.org/2024-02-22

Holy Communion
Esther 14.1-5, 12-14 or 
Isaiah 55.6-9
Psalm 138
Matthew 7.7-12

Morning Prayer
Psalms 42, 43 (or) 56, 57, (63*)
Genesis 42.18-28
Galatians 5.2-15

Evening Prayer
Psalms 137, 138, 142 (or) 61, 62, 64
Jeremiah 6.9-21
John 6.1-15

Additional Weekday Lectionary
Genesis 13.1-13
1 Peter 2.13-end

",3
"CW Polycarp of Smyrna, c.155","23/02/2024",TRUE,"Polycarp, Bishop of Smyrna, Martyr, c.155

https://almanac.oremus.org/2024-02-23

Exciting Holiness
Wisdom 5.15-20
Psalm 34.1-9
Revelation 2.8-11
John 15.1-8

Holy Communion
Ezekiel 18.21-28
Psalm 130
Matthew 5.20-26

Morning Prayer
Psalm 22 (or) 51, 54
Genesis 42.29-end
Galatians 5.16-end

Evening Prayer
Psalms 54, 55 (or) 38
Jeremiah 6.22-end
John 6.16-27

Additional Weekday Lectionary
Genesis 21.1-8
Luke 9.18-27

",3
"CW Ember Day","23/02/2024",TRUE,"Ember Day

The following readings are suitable for use on Ember Days:
Numbers 11.16, 17, 24-29 or 
Numbers 27.15-end or 
1 Samuel 16.1-13a or 
Isaiah 6.1-8 or 
Isaiah 61.1-3 or 
Jeremiah 1.4-10

Psalm 40.8-13 or 
Psalm 84.8-12 or 
Psalm 89.19-25 or 
Psalm 101.1-5, 7 or 
Psalm 122

Acts 20.28-35 or 
1 Corinthians 3.3-11 or 
Ephesians 4.4-16 or 
Philippians 3.7-14

Luke 4.16-21 or 
Luke 12.35-43 or 
Luke 22.24-27 or 
John 4.31-38 or 
John 15.5-17

",3
"CW ","24/02/2024",TRUE,"https://almanac.oremus.org/2024-02-24

Holy Communion
Deuteronomy 26.16-end
Psalm 119.1-8
Matthew 5.43-end

Morning Prayer
Psalms 59, 63 (or) 68
Genesis 43.1-15
Galatians 6

Evening Prayer
Psalms 4, 16 (or) 65, 66
Jeremiah 7.1-20
John 6.27-40

Additional Weekday Lectionary
Genesis 32.22-32
2 Peter 1.10-end

",3
"CW Ember Day","24/02/2024",TRUE,"Ember Day

The following readings are suitable for use on Ember Days:
Numbers 11.16, 17, 24-29 or 
Numbers 27.15-end or 
1 Samuel 16.1-13a or 
Isaiah 6.1-8 or 
Isaiah 61.1-3 or 
Jeremiah 1.4-10

Psalm 40.8-13 or 
Psalm 84.8-12 or 
Psalm 89.19-25 or 
Psalm 101.1-5, 7 or 
Psalm 122

Acts 20.28-35 or 
1 Corinthians 3.3-11 or 
Ephesians 4.4-16 or 
Philippians 3.7-14

Luke 4.16-21 or 
Luke 12.35-43 or 
Luke 22.24-27 or 
John 4.31-38 or 
John 15.5-17

",3
"CW* Lent 2","25/02/2024",TRUE,"The Second Sunday of Lent

https://almanac.oremus.org/2024-02-25

Principal Service
Genesis 17.1-7, 15, 16
Psalm 22.23-31
Romans 4.13-25
Mark 8.31-38

Third Service
Psalm 105.1-6, 37-end
Isaiah 51.1-11
Galatians 3.1-9, 23-end

Second Service
Psalm 135*
Genesis 12.1-9
Hebrews 11.1-3, 8-16
Gospel at Holy Communion:
John 8.51-end

",3
"CW ","26/02/2024",TRUE,"https://almanac.oremus.org/2024-02-26

Holy Communion
Daniel 9.4-10
Psalm 79.8-9, 12, 14
Luke 6.36-38

Morning Prayer
Psalms 26, 32 (or) 71
Genesis 43.16-end
Hebrews 1

Evening Prayer
Psalms 70, 74 (or) 72, 75
Jeremiah 7.21-end
John 6.41-51

Additional Weekday Lectionary
1 Chronicles 21.1-17
1 John 2.1-8

",3
"CW George Herbert, 1633","27/02/2024",TRUE,"George Herbert, Priest, Poet, 1633

https://almanac.oremus.org/2024-02-27

Exciting Holiness
Malachi 2.5-7
Psalm 1.1a, 2, 3
Revelation 19.5-9
Matthew 11.25-end

Holy Communion
Isaiah 1.10, 16-20
Psalm 50.8, 16-end
Matthew 23.1-12

Morning Prayer
Psalm 50 (or) 73
Genesis 44.1-17
Hebrews 2.1-9

Evening Prayer
Psalms 52, 53, 54 (or) 74
Jeremiah 8.1-15
John 6.52-59

Additional Weekday Lectionary
Zechariah 3
2 Peter 2.1-10a

",3
"CW ","28/02/2024",TRUE,"https://almanac.oremus.org/2024-02-28

Holy Communion
Jeremiah 18.18-20
Psalm 31.4-5, 14-18
Matthew 20.17-28

Morning Prayer
Psalm 35 (or) 77
Genesis 44.18-end
Hebrews 2.10-end

Evening Prayer
Psalms 3, 51 (or) 119.81-104
Jeremiah 8.18 - 9.11
John 6.60-end

Additional Weekday Lectionary
Job 1.1-22
Luke 21.34 - 22.6

",3
"CW ","29/02/2024",TRUE,"https://almanac.oremus.org/2024-02-29

Holy Communion
Jeremiah 17.5-10
Psalm 1
Luke 16.19-end

Morning Prayer
Psalm 34 (or) 78.1-39*
Genesis 45.1-15
Hebrews 3.1-6

Evening Prayer
Psalms 71 (or) 78.40-end*
Jeremiah 9.12-24
John 7.1-13

Additional Weekday Lectionary
2 Chronicles 29.1-11
Mark 11.15-19

",3
"CW David of Wales, c.601","01/03/2024",TRUE,"David, Bishop of Menevia, Patron of Wales, c.601

https://almanac.oremus.org/2024-03-01

Exciting Holiness
Ecclesiasticus 15.1-6
Psalm 16.1, 2, 4-7
1 Thessalonians 2.2-12
Matthew 16.24-27

Holy Communion
Genesis 37.3-4, 12-13, 17-28
Psalm 105.16-22
Matthew 21.33-43, 45-46

Morning Prayer
Psalms 40, 41 (or) 55
Genesis 45.16-end
Hebrews 3.7-end

Evening Prayer
Psalms 6, 38 (or) 69
Jeremiah 10.1-16
John 7.14-24

Additional Weekday Lectionary
Exodus 19.1-9a
1 Peter 1.1-9

",3
